title,listing_type,city,zip_code,numerical_descriptors,amenities,dates,rating,num_reviews,discounted,original_value,price_per_night,cleaning_fee,service_fee
Quarto aconchegante em SAN mateo,private room,San Mateo,94497,2 guests - Studio - 1 bed - 1 private bath,Free parking - Kitchen,Dec 17 – 19,,0,False,,75.0,0.0,21.0
Downtown SM Exectuive Apartment,private room,San Mateo,94497,2 guests - 1 bedroom - 1 bed - 1 shared bath,Kitchen - Washer,Dec 24 – 26,,0,False,,140.0,0.0,40.0
Gorgeous room in family home!,private room,Belmont,94497,1 guest - 1 bedroom - 1 shared bath,Wifi - Free parking - Kitchen - Washer,Dec 10 – 12,,0,False,,120.0,100.0,48.0
Beautiful townhouse in San Mateo,private room,San Mateo,94497,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Free parking - Kitchen - Washer,Dec 3 – 5,,0,False,,130.0,100.0,51.0
California hometown,private room,San Mateo,94497,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Free parking - Kitchen - Washer,Dec 17 – 19,,0,False,,180.0,0.0,51.0
Are a really good place to stay friends ppl,private room,San Mateo,94497,2 guests - Studio - 1 bed - 1 private bath,Wifi - Kitchen - Washer,Dec 10 – 12,,0,False,,250.0,0.0,71.0
Nice place and chill bedroom!,private room,Belmont,94497,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Washer,Dec 24 – 26,,0,False,,90.0,0.0,25.0
Commuter Heaven,entire guesthouse,Albany,94706,2 guests - Studio - 1 bed - 1 bath,Wifi - Kitchen - Washer,Dec 10 – 12,4.94,147,False,,110.0,60.0,40.0
Modern and Private Cottage with Outdoor Patio,entire guesthouse,Albany,94706,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Washer,Dec 10 – 12,4.96,216,False,,139.0,75.0,50.0
SF Bay Area Modern Guest House,entire rental unit,Berkeley,94706,3 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Kitchen - Free parking,Dec 17 – 19,4.67,162,False,,120.0,60.0,0.0
Light and airy 2nd story room in a large house,private room,Albany,94706,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Washer,Dec 10 – 12,,0,False,,70.0,45.0,26.0
Cozy Garden Cabin,entire guest suite,Albany,94706,3 guests - Studio - 2 beds - 1 bath,Wifi - Kitchen - Free parking,Dec 31 – Jan 2,4.98,221,False,,158.0,90.0,57.0
You will love this Blue room and location(t+),private room,Albany,94706,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen,Dec 24 – 26,4.89,66,False,,57.0,50.0,23.0
Beautiful Redwood Room,private room,Berkeley,94706,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Free parking,Dec 24 – 26,4.84,108,False,,44.0,25.0,16.0
nice room in cozy house,private room,Albany,94706,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi,Dec 17 – 19,4.69,59,False,,60.0,20.0,20.0
Unwind at a Secluded Garden Oasis,private room,Albany,94706,2 guests - 1 private bedroom - 1 bed - 1 private bath,Wifi - Washer,Dec 3 – 5,4.96,122,False,,150.0,65.0,52.0
Self-Contained Bedroom and Bathroom,entire guest suite,Kensington,94706,2 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Free parking,Dec 3 – 5,4.84,141,False,,85.0,30.0,28.0
Nice bright room in a beautiful house in Albany CA,private room,Albany,94706,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Free parking,Dec 17 – 19,4.78,41,False,,60.0,50.0,24.0
Cozy Studio 10-20 min walk to BART,entire guesthouse,El Cerrito,94706,2 guests - Studio - 1 bed - 1 bath,Wifi - Kitchen,Dec 31 – Jan 2,4.8,215,False,,85.0,85.0,36.0
Mediterranean Tiny Home in Berkeley/Kensington,entire guesthouse,Kensington,94706,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Free parking,Dec 31 – Jan 2,4.64,203,False,,85.0,50.0,31.0
Traditional Japanese Tea House,entire guesthouse,Central Berkeley,94706,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi,Dec 17 – 19,4.84,979,True,184.0,148.0,65.0,51.0
Modern Retro (and Disinfected!) Private Studio,entire guest suite,Berkeley Hills,94706,2 guests - Studio - 1 bed - 1 bath,Wifi,Dec 31 – Jan 2,4.94,487,False,,117.0,40.0,39.0
Cozy Japanese theme private studio,entire residential home,El Cerrito,94706,2 guests - Studio - 1 bed - 1 bath,Wifi - Kitchen,Dec 31 – Jan 2,4.78,23,False,,115.0,30.0,37.0
Cottage Get-away in East Bay with Sweeping Views,entire guesthouse,El Cerrito,94706,3 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Kitchen,Dec 17 – 19,4.87,102,False,,125.0,70.0,45.0
Charming Garden Studio with Private Entry + Deck,entire residential home,Northbrae,94706,2 guests - Studio - 1 bath,Wifi,Dec 3 – 5,4.87,156,False,,159.0,0.0,45.0
"Room in safe, charming neighborhood w/ priv. bath",private room,Berkeley Hills,94706,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Washer,Dec 17 – 19,4.99,69,False,,95.0,40.0,32.0
Garden Cottage near BART & walkable neighborhood,entire guesthouse,El Cerrito,94706,3 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Kitchen,Dec 17 – 19,4.89,48,False,,120.0,90.0,47.0
Beautiful one bedroom apartment in Berkeley Hills,entire residential home,Berkeley Hills,94706,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen,Dec 31 – Jan 2,4.98,183,False,,150.0,50.0,49.0
You will love this Green room and location (Q),private room,Albany,94706,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Free parking,Dec 31 – Jan 2,4.91,70,False,,65.0,50.0,25.0
Spacious (and Disinfected!) Private Garden Studio,entire guest suite,Berkeley Hills,94706,2 guests - Studio - 1 bed - 1 bath,Wifi,Dec 31 – Jan 2,4.94,541,False,,116.0,40.0,38.0
Cozy room in nice Albany house,private room,Albany,94706,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen,Dec 31 – Jan 2,4.79,19,False,,65.0,50.0,25.0
"North Berkeley Studio Apartment, spacious Bedroom.",entire guest suite,Northbrae,94706,2 guests - Studio - 1 bed - 1 bath,Wifi - Kitchen - Washer,Dec 31 – Jan 2,4.77,48,False,,99.0,50.0,35.0
"La Casa De Madera- ""The wood house""",entire guesthouse,Richmond Annex,94706,2 guests - Studio - 1 bed - 1 bath,Wifi - Kitchen,Dec 17 – 19,4.91,77,False,,133.0,75.0,48.0
Modern clean home close to Berkeley!,entire residential home,El Cerrito,94706,4 guests - 2 bedrooms - 2 beds - 1 bath,Wifi - Kitchen - Free parking,Dec 10 – 12,4.78,84,False,,175.0,75.0,60.0
Good Morning!,private room,Central Berkeley,94706,1 guest - 1 bedroom - 1 shared bath,Wifi - Kitchen - Washer,Dec 24 – 26,4.93,29,False,,45.0,30.0,17.0
Private Studio in the Best Part of Berkeley,entire guest suite,Berkeley,94706,2 guests - Studio - 1 bed - 1 bath,Wifi - Kitchen - Washer,Dec 17 – 19,4.97,119,False,,150.0,80.0,54.0
North Berkeley Craftsman Stay,private room,Berkeley,94706,2 guests - 1 bedroom - 2 beds - 1.5 baths,Wifi - Free parking,Dec 10 – 12,4.72,123,False,,125.0,35.0,40.0
One BR apt w/ modern amenities in Berkeley Hills,entire guest suite,Berkeley Hills,94706,3 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 17 – 19,4.95,101,True,170.0,145.0,110.0,56.0
Charming house; 1 bedroom /2nd bedroom available.,private room,Kensington,94706,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Free parking,Dec 17 – 19,4.83,83,False,,98.0,30.0,32.0
Beautiful Bright Orange Room in North Berkeley,private room,Berkeley,94706,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Washer,Dec 24 – 26,4.9,70,False,,70.0,50.0,27.0
N. Berkeley Suite in Ideal Location,private room,Berkeley,94706,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Washer,Dec 10 – 12,4.89,46,False,,95.0,45.0,33.0
Private Room in Big Beautiful Berkeley Home,private room,Central Berkeley,94706,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Washer,Dec 31 – Jan 2,4.86,30,False,,70.0,50.0,27.0
Perfect Self Contained 4B/2BA Home  Parking+BART,entire residential home,El Cerrito,94706,10 guests - 4 bedrooms - 7 beds - 2 baths,Wifi - Kitchen - Free parking,Dec 31 – Jan 2,4.72,79,False,,304.0,145.0,106.0
Historic Berkeley Victorian near Famous 4th Street Shops,entire rental unit,Berkeley,94706,6 guests - 2 bedrooms - 2 beds - 1 bath,Wifi - Kitchen - Washer,Dec 10 – 12,4.81,189,False,,250.0,150.0,92.0
Charming 2BR/1BA unit w/Bay views & fireplace,entire guest suite,Berkeley Hills,94706,4 guests - 2 bedrooms - 2 beds - 1 bath,Wifi - Kitchen - Washer,Dec 24 – 26,,0,True,274.0,219.0,83.0,0.0
Carlson Cavern,entire rental unit,Panhandle Annex,94706,4 guests - 2 bedrooms - 2 beds - 1 bath,Wifi - Kitchen,Dec 10 – 12,4.74,101,False,,175.0,10.0,51.0
Charming 3 bedroom house in great location,entire residential home,Albany,94706,8 guests - 3 bedrooms - 4 beds - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 3 – 5,4.86,42,False,,475.0,150.0,155.0
2 Bed Suite | Prvt Entrance & Bath | Dog-Friendly,private room,Central Berkeley,94706,4 guests - 2 bedrooms - 2 beds - 1 private bath,Wifi,Dec 10 – 12,4.72,43,False,,179.0,75.0,61.0
North Berkeley Hills Tranquil Writer's retreat,entire rental unit,Berkeley Hills,94706,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen,Dec 31 – Jan 2,4.92,50,False,,245.0,85.0,81.0
Central Berkeley 1-Bedroom Apartment Retreat,entire rental unit,Central Berkeley,94706,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 17 – 19,,0,False,,140.0,25.0,43.0
"A beautiful loft spacious room, in Albany CA",private room,Albany,94706,2 guests - 1 bedroom - 2 beds - 1 shared bath,Wifi - Kitchen,Dec 3 – 5,4.73,11,False,,75.0,50.0,28.0
Beautiful Rooms for Woman Traveler,private room,Berkeley,94706,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen,Dec 31 – Jan 2,4.88,108,False,,67.0,25.0,22.0
Attached Studio with Bay View & Garden,private room,Northbrae,94706,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Free parking,Dec 10 – 12,4.63,65,False,,115.0,50.0,40.0
Private 1 bedroom with private bath- Dtwn Berkeley,hotel room,Downtown Berkeley,94706,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Free parking,Dec 3 – 5,5.0,3,False,,135.0,0.0,38.0
"Spacious hillside ski chalet, view of SF and Bay",entire guest suite,Berkeley Hills,94706,4 guests - Studio - 2 beds - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 10 – 12,4.49,51,False,,179.0,75.0,61.0
Adorable detached bed/bathroom in Berkeley Hills.,entire guest suite,Berkeley Hills,94706,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Free parking,Dec 31 – Jan 2,4.93,40,False,,300.0,35.0,90.0
Renovated Berkeley Bungalow in Central Berkeley,entire bungalow,Central Berkeley,94706,2 guests - 1 bedroom - 2 beds - 1.5 baths,Wifi - Kitchen - Free parking - Washer,Dec 10 – 12,4.98,52,False,,230.0,180.0,90.0
Front room,private room,Central Berkeley,94706,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Washer,Dec 31 – Jan 2,4.62,64,False,,60.0,25.0,20.0
Home with Private Pelaton Gym and Hot Tub,private room,Berkeley,94706,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Washer,Dec 31 – Jan 2,4.74,29,False,,80.0,50.0,30.0
Charming private 1- bedroom room centrally located,room in boutique hotel,Downtown Berkeley,94706,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Free parking,Dec 3 – 5,4.35,26,False,,131.0,0.0,37.0
"North Berkeley Gem, 3 blocks from Gourmet ghetto",entire rental unit,Berkeley Hills,94706,2 guests - Studio - 1 bed - 1 bath,Wifi - Kitchen - Washer,Dec 3 – 5,4.88,24,True,271.0,230.0,140.0,85.0
Large ROOM w/ the Golden Gate view,private room,Berkeley Hills,94706,1 guest - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 31 – Jan 2,,0,False,,75.0,80.0,32.0
"Two Private (Disinfected!) Studios, One Location",entire rental unit,Berkeley Hills,94706,4 guests - 2 bedrooms - 2 beds - 2 baths,Wifi,Dec 31 – Jan 2,5.0,6,False,,232.0,85.0,78.0
Landmark North Berkeley home,entire residential home,Northbrae,94706,6 guests - 3 bedrooms - 4 beds - 2 baths,Wifi - Kitchen - Washer,Dec 31 – Jan 2,4.65,165,False,,875.0,150.0,268.0
Perfect Location With A Great View,entire residential home,Berkeley Hills,94706,3 guests - 2 bedrooms - 2 beds - 1 bath,Wifi - Kitchen - Washer,Dec 3 – 5,4.88,49,False,,335.0,65.0,104.0
Convenient 1-bedroom located in Dtwn Berkeley,hotel room,Downtown Berkeley,94706,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Free parking,Dec 10 – 12,,0,False,,135.0,0.0,38.0
"Bright and Quiet, North Berkeley Heaven",private room,Northside,94706,1 guest - 1 bedroom - 1 bed - 1 private bath,Wifi - Kitchen - Washer,Dec 10 – 12,,0,False,,80.0,50.0,30.0
"Anchor-out, Lake Tahoe Summer at Bliss SP, CA",boat,Berkeley,94706,1 guest - 1 bedroom - 1 bed - 0 baths,Free parking,Dec 3 – 5,4.48,29,False,,85.0,20.0,27.0
Lovely couch/air mattress in a SHARED cozy studio!,shared room,Central Berkeley,94706,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Washer,Dec 17 – 19,,0,False,,40.0,25.0,15.0
Private 1-bedroom located in Downtown Berkeley,room in boutique hotel,Downtown Berkeley,94706,2 guests - 1 bedroom - 1 private bath,Wifi - Free parking,Dec 3 – 5,,0,False,,135.0,0.0,38.0
Two Bedroom Condo Only one Block to UCB!,entire condominium (condo),Northside,94706,4 guests - 2 bedrooms - 2 beds - 1 bath,Wifi - Kitchen - Washer,Dec 17 – 19,4.66,45,False,,700.0,300.0,240.0
Charming condo in heart of Gourmet Ghetto,entire condominium (condo),Berkeley,94706,4 guests - 2 bedrooms - 2 beds - 2 baths,Kitchen - Free parking - Washer,Dec 31 – Jan 2,,0,False,,300.0,200.0,113.0
Metro 510 Apartments,private room,El Cerrito,94706,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen,Dec 3 – 5,,0,False,,120.0,0.0,34.0
ROBINSONS APARTMENTS,private room,Richmond Annex,94706,1 guest - 1 bedroom - 1 bed - 1 shared bath,Kitchen,Dec 17 – 19,,0,False,,200.0,0.0,56.0
Truly Magical 2017 34 foot Leprechaun RV!,camper/rv,Berkeley,94706,3 guests - 2 bedrooms - 2 beds - 1 bath,Kitchen,Dec 3 – 5,,0,False,,150.0,20.0,45.0
Sweet Berkeley cottage,private room,Central Berkeley,94706,2 guests - 1 bedroom - 2 beds - 1 shared bath,Kitchen - Free parking - Washer,Dec 3 – 5,,0,False,,105.0,0.0,30.0
"Serene, Airy & Private In-Law overlooking the Bay",entire guesthouse,El Cerrito,94530,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Free parking,Dec 10 – 12,4.89,168,False,,88.0,26.0,28.0
Cottage Get-away in East Bay with Sweeping Views,entire guesthouse,El Cerrito,94530,3 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Kitchen,Dec 10 – 12,4.87,102,False,,125.0,70.0,45.0
Courtyard studio with private entrance,entire guest suite,East Richmond Heights,94530,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen,Dec 10 – 12,4.78,302,False,,69.0,50.0,27.0
Cozy Studio 10-20 min walk to BART,entire guesthouse,El Cerrito,94530,2 guests - Studio - 1 bed - 1 bath,Wifi - Kitchen,Dec 31 – Jan 2,4.8,215,False,,85.0,85.0,36.0
Self-Contained Bedroom and Bathroom,entire guest suite,Kensington,94530,2 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Free parking,Dec 3 – 5,4.84,141,False,,85.0,30.0,28.0
Bay views with private bath in beautiful home,private room,El Cerrito,94530,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Kitchen - Washer,Dec 3 – 5,4.94,142,False,,75.0,50.0,28.0
"La Casa De Madera- ""The wood house""",entire guesthouse,Richmond Annex,94530,2 guests - Studio - 1 bed - 1 bath,Wifi - Kitchen,Dec 31 – Jan 2,4.91,77,False,,133.0,75.0,48.0
Garden Cottage near BART & walkable neighborhood,entire guesthouse,El Cerrito,94530,3 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Kitchen,Dec 3 – 5,4.89,48,False,,120.0,90.0,47.0
***New~ California Suite!***,entire rental unit,Richmond Heights,94530,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Washer,Dec 24 – 26,4.88,152,False,,76.0,45.0,28.0
Cozy and comfortable,private room,Parkview,94530,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Free parking - Washer,Dec 31 – Jan 2,4.85,61,False,,57.0,30.0,20.0
"Cozy Attic Retreat in Comfy, Arty East Bay Home",private room,Richmond Annex,94530,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Washer,Dec 31 – Jan 2,4.92,64,False,,54.0,30.0,19.0
Mediterranean Tiny Home in Berkeley/Kensington,entire guesthouse,Kensington,94530,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Free parking,Dec 31 – Jan 2,4.64,203,False,,85.0,50.0,31.0
Modern clean home close to Berkeley!,entire residential home,El Cerrito,94530,4 guests - 2 bedrooms - 2 beds - 1 bath,Wifi - Kitchen - Free parking,Dec 3 – 5,4.78,84,False,,175.0,75.0,60.0
Private and cozy,private room,East Richmond Heights,94530,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Kitchen,Dec 10 – 12,4.62,65,False,,59.0,50.0,24.0
Cozy Japanese theme private studio,entire residential home,El Cerrito,94530,2 guests - Studio - 1 bed - 1 bath,Wifi - Kitchen,Dec 31 – Jan 2,4.78,23,False,,115.0,30.0,37.0
Rustic Cottage *****Hiking & Biking,entire guesthouse,San Pablo,94530,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Free parking,Dec 31 – Jan 2,4.94,133,False,,65.0,30.0,22.0
Valley View Cozy Guest Suite /Private Entrance,entire guest suite,May Valley,94530,2 guests - 1 bedroom - 1 bed - 1.5 baths,Wifi - Free parking,Dec 31 – Jan 2,4.81,253,False,,85.0,35.0,29.0
Quiet condo retreat with water views,private room,Marina Bay,94530,1 guest - 1 bedroom - 1 bed - 1 private bath,Wifi - Kitchen - Free parking - Washer,Dec 3 – 5,5.0,10,False,,65.0,20.0,21.0
"Private Room and Bathroom, 10 min to BART",private room,Laurel Park,94530,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Kitchen - Free parking,Dec 31 – Jan 2,4.94,109,False,,61.0,10.0,18.0
Commuter Heaven,entire guesthouse,Albany,94530,2 guests - Studio - 1 bed - 1 bath,Wifi - Kitchen - Washer,Dec 10 – 12,4.94,147,False,,110.0,60.0,40.0
Beautiful Redwood Room,private room,Berkeley,94530,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Free parking,Dec 24 – 26,4.84,108,False,,44.0,25.0,16.0
Front studio with private entrance,entire guest suite,East Richmond Heights,94530,2 guests - 1 bedroom - 1 bath,Wifi,Dec 10 – 12,4.7,157,False,,59.0,50.0,24.0
Modern and Spacious with queen+memory foam bed+TV,private room,Parkview,94530,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Free parking - Washer,Dec 24 – 26,4.96,45,False,,60.0,30.0,21.0
"Room in safe, charming neighborhood w/ priv. bath",private room,Berkeley Hills,94530,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Washer,Dec 17 – 19,4.99,69,False,,95.0,40.0,32.0
Comfortable quiet Studio with private entrance,entire guest suite,Richmond Heights,94530,2 guests - Studio - 1 bed - 1 bath,Wifi - Kitchen,Dec 10 – 12,4.73,113,False,,75.0,30.0,25.0
Cozy Townhouse Style Unit,entire guest suite,North and East,94530,4 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 3 – 5,,0,True,91.0,79.0,125.0,40.0
Cabin Studio. 13 min to Berkeley. 20 min to SF,entire guesthouse,Richmond Heights,94530,2 guests - Studio - 1 bed - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 10 – 12,4.85,39,False,,124.0,30.0,39.0
SF Bay Area Modern Guest House,entire rental unit,Berkeley,94530,3 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Kitchen - Free parking,Dec 10 – 12,4.67,162,False,,114.0,60.0,0.0
Spacious Suite for Peace and Comfort,entire residential home,Fairmede/Hilltop,94530,3 guests - Studio - 2 beds - 1 bath,Wifi - Free parking,Dec 31 – Jan 2,4.86,137,False,,55.0,30.0,20.0
Tiny House Getaway,tiny house,North and East,94530,2 guests - Studio - 1 bed - 1 bath,Wifi - Kitchen - Free parking,Dec 17 – 19,4.93,40,False,,148.0,40.0,47.0
Traditional Japanese Tea House,entire guesthouse,Central Berkeley,94530,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi,Dec 17 – 19,4.84,979,True,184.0,148.0,65.0,51.0
Carlson Cavern,entire rental unit,Panhandle Annex,94530,4 guests - 2 bedrooms - 2 beds - 1 bath,Wifi - Kitchen,Dec 24 – 26,4.74,101,False,,175.0,10.0,51.0
"Private First Floor Rear Unit
(760 sq. ft.)",entire rental unit,San Pablo,94530,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 31 – Jan 2,4.92,64,False,,95.0,15.0,29.0
Charming house; 1 bedroom /2nd bedroom available.,private room,Kensington,94530,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Free parking,Dec 17 – 19,4.83,83,False,,98.0,30.0,32.0
"Home, sweet home -  Richmond hills",entire guest suite,May Valley,94530,3 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Kitchen - Free parking,Dec 10 – 12,4.88,589,False,,108.0,0.0,30.0
Beautiful one bedroom apartment in Berkeley Hills,entire residential home,Berkeley Hills,94530,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen,Dec 24 – 26,4.98,183,False,,150.0,50.0,49.0
Modern Retro (and Disinfected!) Private Studio,entire guest suite,Berkeley Hills,94530,2 guests - Studio - 1 bed - 1 bath,Wifi,Dec 31 – Jan 2,4.94,487,False,,117.0,40.0,39.0
Charming Garden Studio with Private Entry + Deck,entire residential home,Northbrae,94530,2 guests - Studio - 1 bath,Wifi,Dec 31 – Jan 2,4.87,156,False,,159.0,0.0,45.0
Beautiful airy sunny cozy quiet room,private room,Marina Bay,94530,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Free parking,Dec 17 – 19,4.9,225,False,,85.0,15.0,26.0
Beautiful Richmond House,entire residential home,Pullman,94530,8 guests - 4 bedrooms - 4 beds - 2 baths,Wifi - Kitchen - Free parking - Washer,Dec 3 – 5,4.76,25,False,,180.0,120.0,68.0
Modern and Private Cottage with Outdoor Patio,entire guesthouse,Albany,94530,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Washer,Dec 10 – 12,4.96,216,False,,139.0,75.0,50.0
Large Charming House,entire residential home,Parkview,94530,6 guests - 3 bedrooms - 4 beds - 2.5 baths,Wifi - Kitchen - Free parking,Dec 10 – 12,4.82,39,False,,199.0,175.0,81.0
skylight bedroom,private room,Parkview,94530,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Free parking - Washer,Dec 31 – Jan 2,4.75,64,False,,50.0,30.0,18.0
Exotic getaway in Sobrante hills,yurt,May Valley,94530,3 guests - 1 bedroom - 2 beds - 1 bath,Kitchen,Dec 24 – 26,4.95,183,False,,138.0,0.0,39.0
Spacious (and Disinfected!) Private Garden Studio,entire guest suite,Berkeley Hills,94530,2 guests - Studio - 1 bed - 1 bath,Wifi,Dec 31 – Jan 2,4.94,541,False,,116.0,40.0,38.0
Make It A RV-cation,camper/rv,North and East,94530,4 guests - 2 bedrooms - 4 beds - 1 bath,Wifi - Kitchen - Free parking,Dec 3 – 5,4.87,55,False,,88.0,0.0,25.0
Private & Serene Cottage / Self Check-In/Out,entire cottage,May Valley,94530,4 guests - 2 bedrooms - 2 beds - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 17 – 19,4.91,66,False,,139.0,75.0,50.0
Casa Verde - A quiet & serene green oasis - Room 1,private room,El Sobrante Hills,94530,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Free parking - Washer,Dec 24 – 26,4.73,124,False,,55.0,0.0,16.0
Adorable detached bed/bathroom in Berkeley Hills.,entire guest suite,Berkeley Hills,94530,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Free parking,Dec 31 – Jan 2,4.93,40,False,,300.0,35.0,90.0
You will love this Blue room and location(t+),private room,Albany,94530,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen,Dec 10 – 12,4.89,66,False,,57.0,50.0,23.0
"North Berkeley Studio Apartment, spacious Bedroom.",entire guest suite,Northbrae,94530,2 guests - Studio - 1 bed - 1 bath,Wifi - Kitchen - Washer,Dec 31 – Jan 2,4.77,48,False,,99.0,50.0,35.0
One BR apt w/ modern amenities in Berkeley Hills,entire guest suite,Berkeley Hills,94530,3 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 3 – 5,4.95,101,True,170.0,135.0,110.0,54.0
You will love this Green room and location (Q),private room,Albany,94530,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Free parking,Dec 24 – 26,4.91,70,False,,65.0,50.0,25.0
Cheerful two bedroom home near cafes and nature walks,entire residential home,North and East,94530,4 guests - 2 bedrooms - 2 beds - 2 baths,Wifi - Kitchen - Free parking,Dec 3 – 5,,0,False,,150.0,115.0,59.0
Newly designed Executive Apartment PET FRIENDLY,entire rental unit,Richmond Heights,94530,6 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 17 – 19,4.67,45,False,,165.0,100.0,61.0
"Gated Fenced Like a Mansion, Walk to Everything",entire residential home,El Cerrito,94530,12 guests - 3 bedrooms - 6 beds - 2 baths,Wifi - Kitchen - Free parking - Washer,Dec 10 – 12,4.59,173,False,,239.0,80.0,79.0
Berkeley Hills Cabin Retreat,entire guest suite,Berkeley Hills,94530,2 guests - Studio - 2 beds - 1 bath,Wifi,Dec 31 – Jan 2,4.86,162,False,,87.0,70.0,34.0
Cozy Home + Garden in the Hills,entire cottage,Berkeley Hills,94530,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Free parking,Dec 17 – 19,4.98,90,True,250.0,202.0,79.0,68.0
Secret Garden Retreat,private room,Berkeley Hills,94530,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi,Dec 10 – 12,4.88,337,False,,85.0,50.0,31.0
Private Studio in the Best Part of Berkeley,entire guest suite,Berkeley,94530,2 guests - Studio - 1 bed - 1 bath,Wifi - Kitchen - Washer,Dec 17 – 19,4.97,119,False,,150.0,80.0,54.0
